symbol,sector,securityType,bidPrice,bidSize,askPrice,askSize,lastUpdated,lastSalePrice,lastSaleSize,lastSaleTime,volume
VGSH,miscellaneous,et,58.58,88800,58.6,91182,1657808993253,58.59,86,1657808498400,17288
PSB-Z,finance,ps,16.14,100,19.11,100,1657808693380,0.0,0,0,0
TNA,miscellaneous,et,28.69,100,34.05,100,1657809006152,31.415,10,1657808859280,3619
FRDM,miscellaneous,et,23.92,100,28.03,100,1657808977875,25.94,100,1657808286278,500
PSA-Q,n/a,n/a,14.56,100,21.96,100,1657805408366,0.0,0,0,0
MUB,miscellaneous,et,107.02,300,107.04,100,1657809004258,107.03,100,1657808764490,11245
IEP,producermanufacturing,cs,46.56,100,50.4,200,1657808969708,50.25,100,1657808423875,1140
BENEW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
HYMB,miscellaneous,et,47.61,100,56.03,100,1657808836966,51.92,300,1657808695472,2377
UPWK,technologyservices,cs,20.65,202,20.71,200,1657809005187,20.685,10,1657808995645,6150
NEE-Q,utilities,ut,45.86,100,53.84,100,1657808998579,0.0,0,0,0
NEOG,healthtechnology,cs,19.62,135,21.2,100,1657809006573,21.21,6,1657808958433,3064
DOOR,producermanufacturing,cs,73.83,100,87.9,100,1657808988739,80.4,7,1657808894365,267
IVAL,miscellaneous,et,19.15,100,20.95,300,1657808994080,0.0,0,0,0
LND,processindustries,ad,4.11,2100,4.14,200,1657809004681,0.0,0,0,0
DOYU,technologyservices,ad,1.12,100,1.18,400,1657808994046,1.17,100,1657808175561,2845
RILYL,finance,ps,0.0,0,0.0,0,1657805400000,25.25,100,1657806177165,200
AMP,finance,cs,202.56,101,222.82,200,1657809006671,222.53,78,1657808999331,4056
SDC,healthservices,cs,1.0,2000,1.01,700,1657809006041,1.005,1,1657808994492,23219
GSPY,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
INFA,n/a,n/a,17.72,100,19.59,100,1657809000075,19.525,10,1657808860630,674
HSCSW,n/a,n/a,0.276,100,0.7992,100,1657807832527,0.0,0,0,0
WLK,processindustries,cs,82.56,142,98.3,138,1657809002580,90.25,21,1657809000580,8058
BTCY,n/a,n/a,1.08,100,1.49,100,1657807413571,0.0,0,0,0
SCCF,n/a,n/a,0.0,0,0.0,0,1657805400000,23.71,100,1657808405768,200
USML,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
IWY,miscellaneous,et,115.0,100,135.05,100,1657806300092,124.67,100,1657807683562,300
UJUN,miscellaneous,et,24.29,100,28.58,100,1657806330590,0.0,0,0,0
JCIC,n/a,n/a,9.84,100,11.82,100,1657807263527,0.0,0,0,0
TSJA,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ROIV,n/a,n/a,3.99,100,4.38,100,1657808948096,4.365,100,1657808864387,12777
IBHF,n/a,n/a,17.57,100,0.0,0,1657805400250,0.0,0,0,0
MBTC,n/a,n/a,8.17,100,10.24,1700,1657805719805,0.0,0,0,0
TOACW,n/a,n/a,0.0,0,0.0,0,1657806024186,0.0,0,0,0
JGGCR,n/a,n/a,0.0,0,0.0,0,1657805400000,0.24,100,1657805501762,200
FCA,miscellaneous,et,22.77,100,27.31,100,1657809004363,0.0,0,0,0
HTZ,n/a,n/a,15.54,100,18.21,100,1657809002543,16.905,90,1657808911072,10802
PHK,miscellaneous,cef,4.49,100,4.9,200,1657807927041,4.9,100,1657808404762,507
TTOO,healthtechnology,cs,0.1308,100,0.1539,100,1657808798424,0.142,200,1657808171357,536
NGE,miscellaneous,et,6.96,100,9.56,100,1657806987795,0.0,0,0,0
BB,technologyservices,cs,5.63,600,5.64,200,1657809005597,5.63,200,1657808946219,48365
MHF,miscellaneous,cef,6.63,100,7.18,100,1657808441482,0.0,0,0,0
STRA,consumerservices,cs,66.23,133,66.57,102,1657809002630,66.24,8,1657808265863,544
CEG,n/a,n/a,53.54,105,58.24,300,1657809002858,58.225,100,1657808973047,76174
SSBI,finance,cs,13.32,100,16.47,100,1657808778702,0.0,0,0,0
AIHS,finance,cs,0.864,100,1.24,100,1657808196986,1.08,8,1657805448622,208
SWAG,n/a,n/a,8.01,100,0.0,0,1657805400266,0.0,0,0,0
MURFU,n/a,n/a,10.06,1000,10.17,1000,1657808823314,0.0,0,0,0
BTBT,finance,cs,1.56,615,1.57,669,1657809005221,1.53,100,1657808300417,419
AMT,finance,cs,254.46,100,275.17,123,1657808994015,254.555,100,1657808982957,31314
EVGRW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
PQIN,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
MODD,n/a,n/a,3.93,100,6.0,100,1657805651526,0.0,0,0,0
USO,miscellaneous,et,68.9,100,71.02,500,1657809005953,71.12,100,1657808877419,9550
FVRR,technologyservices,cs,29.35,110,33.25,100,1657808996657,32.35,3,1657808971523,5197
ENZL,miscellaneous,et,40.16,100,48.15,100,1657807266662,44.48,100,1657806355287,100
FSM,non-energyminerals,cs,2.54,2100,2.55,300,1657809006319,2.545,100,1657808854400,14276
CI,healthservices,cs,261.0,166,287.65,100,1657809006256,264.11,11,1657808994017,59911
ACLX,n/a,n/a,16.91,100,20.22,100,1657808984319,18.65,1,1657808950351,3914
WFRD,n/a,n/a,17.11,321,18.57,100,1657809003615,17.25,15,1657808856724,1616
PSR,miscellaneous,et,86.78,100,102.09,100,1657806315075,0.0,0,0,0
LMAOU,n/a,n/a,10.23,1000,10.37,1000,1657808169897,0.0,0,0,0
WPCB,n/a,n/a,7.71,100,0.0,0,1657805400276,0.0,0,0,0
ENDP,healthtechnology,cs,0.3726,100,0.4354,100,1657808955758,0.4014,100,1657808990585,8111
GOAC,finance,cs,9.97,10100,10.0,200,1657808819585,0.0,0,0,0
BACA,n/a,n/a,9.74,100,0.0,0,1657805400936,0.0,0,0,0
ACII+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
DSWL,processindustries,cs,2.79,100,3.45,100,1657807208334,0.0,0,0,0
CNSP,healthtechnology,cs,0.2402,100,0.2937,100,1657808734076,0.0,0,0,0
RVMD,healthtechnology,cs,21.18,100,23.17,118,1657809000016,22.98,10,1657808870532,941
ARBEW,n/a,n/a,0.408,100,0.792,100,1657805700828,0.0,0,0,0
UTHR,healthtechnology,cs,213.21,127,235.61,123,1657809005252,234.68,7,1657808939400,4414
VGFC,n/a,n/a,0.2053,100,0.2502,100,1657808944000,0.0,0,0,0
WEX,technologyservices,cs,138.83,100,151.23,200,1657809000297,150.405,100,1657808920612,4002
LRGF,miscellaneous,et,34.42,100,40.44,100,1657807308840,37.32,125,1657807896610,128
RAM,n/a,n/a,10.13,300,10.2,100,1657808765067,10.13,100,1657808602986,100
SA,non-energyminerals,cs,12.1,100,13.16,100,1657809005732,12.13,4,1657808986306,1703
LNN,producermanufacturing,cs,116.27,100,138.51,100,1657809002812,127.94,27,1657808820053,358
EXP,non-energyminerals,cs,111.1,200,120.52,100,1657809000319,111.215,10,1657808989062,2408
IVCAW,n/a,n/a,0.136,100,0.0,0,1657805400316,0.0,0,0,0
VXZ,miscellaneous,et,29.99,100,32.76,100,1657808972418,0.0,0,0,0
RCRT,n/a,n/a,1.04,100,1.27,100,1657806336925,0.0,0,0,0
IUSG,miscellaneous,et,76.54,100,89.93,100,1657806642127,83.55,100,1657806640126,203
SPVM,miscellaneous,et,40.93,100,48.12,100,1657806300768,0.0,0,0,0
FORA,n/a,n/a,4.99,100,5.9,142,1657808907900,5.44,42,1657808907902,494
TTEC,commercialservices,cs,62.83,200,64.62,200,1657808996843,63.71,3,1657808232691,265
HCNEW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
GENI+,n/a,n/a,0.0,0,0.0,0,1657805403824,0.0,0,0,0
GNTX,producermanufacturing,cs,27.29,500,29.37,100,1657809002535,27.275,3,1657808962255,2829
SIXS,miscellaneous,et,37.44,100,44.24,100,1657806351530,0.0,0,0,0
GLEE,n/a,n/a,10.05,700,12.13,100,1657805403858,0.0,0,0,0
CWEB,miscellaneous,et,54.73,100,65.29,100,1657809003466,60.25,50,1657808869143,1655
SRAX,commercialservices,cs,1.79,100,2.12,100,1657807681320,1.965,30,1657808959196,170
VIASP,n/a,n/a,18.52,100,29.4,100,1657805400904,0.0,0,0,0
IMPX,finance,cs,9.93,100,9.95,100,1657808825216,9.94,100,1657806002749,100
DBVT,healthtechnology,ad,2.01,100,2.37,100,1657808615963,0.0,0,0,0
FROG,technologyservices,cs,19.75,100,21.57,200,1657809006563,21.555,2,1657808753098,4959
SNCE,n/a,n/a,1.57,100,1.72,200,1657809006447,1.7,200,1657808646289,1752
YJUN,n/a,n/a,15.64,100,18.38,100,1657807803638,0.0,0,0,0
EMWP,n/a,n/a,1.86,100,2.12,300,1657808993530,0.0,0,0,0
NCNA,healthtechnology,ad,1.28,100,1.53,100,1657808994503,1.37,100,1657808978673,2111
U,technologyservices,cs,29.45,125,32.25,200,1657809005183,32.21,13,1657809000001,152534
NCMI,commercialservices,cs,0.9,100,1.07,100,1657808795563,0.98,100,1657807753877,500
ARBK,n/a,n/a,3.95,100,4.32,100,1657809002072,0.0,0,0,0
IAUM,n/a,n/a,15.63,100,17.06,100,1657808881535,16.975,200,1657806501049,200
GLEEU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
MEACW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
OHI,finance,cs,29.49,100,31.73,100,1657809005597,29.49,100,1657808983252,9283
RYAN,n/a,n/a,35.36,101,38.49,100,1657808951064,38.4,1,1657808916610,756
O,finance,cs,67.84,300,68.21,324,1657809006023,67.84,30,1657809001620,26657
BWAQW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
AMKR,electronictechnology,cs,16.36,106,16.4,200,1657808999019,16.35,100,1657808918425,2054
SCCD,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
TUR,miscellaneous,et,14.24,100,19.4,100,1657806300095,17.97,100,1657806081295,205
HYGV,miscellaneous,et,32.19,100,43.34,100,1657806300094,0.0,0,0,0
CEV,miscellaneous,cef,9.78,100,11.52,100,1657808991016,0.0,0,0,0
MPA,miscellaneous,cef,11.87,100,15.61,100,1657806808404,0.0,0,0,0
FNY,miscellaneous,et,49.62,100,58.46,100,1657806300819,0.0,0,0,0
UMH-D,finance,ps,23.2,100,27.41,100,1657808734266,0.0,0,0,0
AGIH,n/a,n/a,23.07,100,27.17,100,1657807688456,0.0,0,0,0
PAFOU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BDL,consumerservices,cs,25.15,100,30.75,100,1657806511137,0.0,0,0,0
KELYB,commercialservices,cs,17.53,100,21.2,100,1657806356685,0.0,0,0,0
PEPLU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
UMDD,miscellaneous,et,13.97,100,16.4,100,1657807849049,0.0,0,0,0
PUCK,n/a,n/a,9.76,700,12.42,132,1657805400450,0.0,0,0,0
UBFO,finance,cs,6.53,100,7.83,100,1657807825746,7.1,100,1657808236942,600
CDROW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
HLIO,producermanufacturing,cs,54.69,101,64.53,100,1657809000337,59.84,1,1657808894852,3014
C-K,finance,ps,23.65,100,27.83,100,1657807327767,0.0,0,0,0
ARIS,n/a,n/a,15.69,100,17.1,100,1657809000263,15.66,100,1657808430763,1948
PBBK,n/a,n/a,11.85,100,16.02,100,1657808333423,0.0,0,0,0
VTEX,n/a,n/a,2.6,100,3.12,100,1657809003853,2.86,22,1657808986245,1418
SDEM,miscellaneous,et,7.23,100,8.51,100,1657808748205,0.0,0,0,0
JOJO,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SSD,producermanufacturing,cs,100.16,105,100.81,200,1657808995077,100.8,10,1657809004861,2671
BAK,processindustries,ad,12.12,100,12.15,100,1657809006352,12.09,101,1657808259256,1094
ZT,n/a,n/a,9.67,300,11.7,133,1657805758171,0.0,0,0,0
EVGO,n/a,n/a,6.25,700,6.27,500,1657809005555,6.28,100,1657808997107,28560
OBCI,consumernon-durables,cs,10.32,100,12.91,100,1657808847706,12.91,19,1657808847706,19
IBER+,n/a,n/a,0.0,0,0.0,0,1657807301429,0.12,200,1657807870658,1700
CRPT,n/a,n/a,4.78,100,4.81,100,1657808968657,4.84,100,1657806662835,101
HMPT,n/a,n/a,3.47,100,4.25,100,1657808483549,3.855,19,1657808594263,619
MGYR,finance,cs,10.65,100,14.3,100,1657807331225,0.0,0,0,0
PSNYW,n/a,n/a,1.89,100,2.24,100,1657808962168,2.12,100,1657807226406,100
GATX,finance,cs,89.26,133,89.86,100,1657808994027,89.82,100,1657808894152,619
BGH,miscellaneous,cef,11.73,100,12.76,100,1657808859132,0.0,0,0,0
EVV,miscellaneous,cef,10.13,400,10.19,400,1657808992430,10.135,300,1657808796266,2951
GTN,consumerservices,cs,14.97,100,16.32,100,1657808994148,16.19,15,1657808798109,711
AWX,industrialservices,cs,2.03,100,3.27,100,1657805720237,0.0,0,0,0
SHAC,n/a,n/a,9.79,700,9.85,200,1657805406891,0.0,0,0,0
RPRX,healthtechnology,cs,42.94,100,46.28,100,1657809006295,42.93,3,1657808990167,17900
CNTX,n/a,n/a,1.79,100,2.09,100,1657808498262,1.93,500,1657808110242,500
XHE,miscellaneous,et,84.56,100,91.92,100,1657808983852,0.0,0,0,0
ONEQ,miscellaneous,et,39.77,100,46.73,100,1657808985096,43.16,100,1657808562225,101
AVGR,healthtechnology,cs,1.31,100,1.58,100,1657807247867,0.0,0,0,0
CEIX,energyminerals,cs,48.84,100,54.01,233,1657809006194,53.88,30,1657808951185,13604
SHAG,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
GVCI,n/a,n/a,0.0,0,12.04,100,1657805400318,0.0,0,0,0
GBF,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
GRC,producermanufacturing,cs,24.68,147,29.17,100,1657808795120,26.83,2,1657808536193,208
GDEN,consumerservices,cs,37.29,133,37.62,300,1657809004217,37.45,1,1657808957098,604
ACAXW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ALLG,n/a,n/a,3.15,100,3.46,158,1657807276497,3.41,46,1657808912948,346
TALO,energyminerals,cs,11.74,100,12.87,300,1657809005011,12.865,10,1657808958914,8108
SHLS,n/a,n/a,15.98,100,16.02,100,1657809006776,16.0,10,1657809004569,13401
CND+,n/a,n/a,0.0,0,0.0,0,1657808021833,0.0,0,0,0
FEP,miscellaneous,et,23.13,100,31.14,100,1657806300102,0.0,0,0,0
ADTH,n/a,n/a,2.41,155,2.84,100,1657808997005,2.64,57,1657807182526,82
AAXJ,miscellaneous,et,66.13,100,66.15,3000,1657809004555,66.05,100,1657808748114,4502
PLMIW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
TAC,utilities,cs,11.29,300,11.31,400,1657809006515,11.34,100,1657806984257,136
CRON,processindustries,cs,2.87,100,2.89,500,1657808999603,2.88,200,1657808905113,1164
USDU,miscellaneous,et,23.02,100,31.23,100,1657806300097,28.89,100,1657805484801,100
NVAX,healthtechnology,cs,56.0,100,63.59,100,1657809006622,58.47,100,1657809003544,106139
CMA,finance,cs,71.15,101,77.29,100,1657809004662,71.215,2019,1657809003159,6888
KD,n/a,n/a,9.32,600,9.37,100,1657809004367,9.335,20,1657808966861,11883
FUL,processindustries,cs,52.77,137,57.75,200,1657808996612,57.41,2,1657808816875,740
ERYP,healthtechnology,ad,0.92,100,1.3,100,1657806341024,0.0,0,0,0
BXMT,finance,cs,27.98,300,28.01,100,1657809005376,27.98,100,1657808983252,5987
RNERU,n/a,n/a,10.11,1000,11.23,1000,1657808915137,0.0,0,0,0
OPTT,producermanufacturing,cs,0.55,100,0.6426,100,1657808835661,0.0,0,0,0
PVL,energyminerals,cs,2.81,100,3.35,100,1657808431565,3.08,100,1657807626673,1100
CLAYW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
LAKE,processindustries,cs,14.0,100,16.68,100,1657808544878,15.23,100,1657807281658,200
FPAC,n/a,n/a,9.82,100,9.83,500,1657808825048,0.0,0,0,0
BGLD,n/a,n/a,16.26,100,19.18,100,1657806608354,0.0,0,0,0
JUGG,n/a,n/a,9.7,2600,10.53,100,1657807182123,0.0,0,0,0
ARES,finance,cs,52.6,100,58.06,100,1657809004142,57.885,22,1657809002051,2233
TFC-R,finance,ps,16.31,100,22.09,160,1657808919310,0.0,0,0,0
SMH,miscellaneous,et,199.5,100,218.99,100,1657809000317,202.65,1,1657808952679,15343
BSCS,miscellaneous,et,18.37,100,21.58,100,1657808517656,0.0,0,0,0
PLM,non-energyminerals,cs,2.42,100,2.89,100,1657808304716,0.0,0,0,0
CLF,non-energyminerals,cs,14.79,300,14.81,876,1657809006152,14.8,98,1657809002969,116325
HWEL,n/a,n/a,9.62,300,0.0,0,1657805443854,0.0,0,0,0
OWNS,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
DDF,miscellaneous,cef,7.79,100,9.19,100,1657807165496,0.0,0,0,0
IPOD+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
EBET,n/a,n/a,2.28,100,2.49,100,1657808545598,0.0,0,0,0
SPNT-B,n/a,n/a,18.96,100,29.34,100,1657805401101,24.43,8,1657807264271,8
IQLT,miscellaneous,et,29.56,200,29.6,450,1657809005587,29.51,100,1657808598646,1500
ORGS,healthtechnology,cs,2.07,100,2.54,100,1657808428648,0.0,0,0,0
NOVZ,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CBOE,finance,cs,107.64,100,126.63,100,1657808998537,116.96,100,1657808920032,5713
TOP,n/a,n/a,29.59,100,35.29,134,1657808269712,32.61,100,1657808952945,393
GCI,consumerservices,cs,2.56,980,2.57,100,1657809003434,2.555,10,1657808451691,1857
PEI-B,finance,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
THACW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ITOT,miscellaneous,et,75.97,100,89.19,100,1657808968011,82.56,100,1657808966010,4071
IMAQU,n/a,n/a,9.55,1000,12.26,1000,1657805402077,0.0,0,0,0
FET,industrialservices,cs,15.88,100,17.53,100,1657808997246,17.28,35,1657808562944,239
AI,n/a,n/a,17.22,100,18.74,200,1657809001730,18.685,5,1657808845744,4883
SGII,n/a,n/a,9.92,100,9.98,300,1657808825114,0.0,0,0,0
IWML,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
MDGS,healthtechnology,ad,0.5428,100,0.648,100,1657807662748,0.0,0,0,0
ITA,miscellaneous,et,95.52,100,103.01,100,1657809006599,95.38,50,1657806180144,50
HCXY,finance,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
FEDX,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SFY,miscellaneous,et,10.44,100,14.02,100,1657806300101,13.08,100,1657805403095,100
IHF,miscellaneous,et,234.25,100,254.43,100,1657809005341,0.0,0,0,0
PEAK,finance,cs,23.71,100,25.77,400,1657809005987,25.72,100,1657808938507,8131
CUE,healthtechnology,cs,2.76,200,3.0,100,1657808942858,2.79,100,1657808940896,669
MYI,miscellaneous,cef,11.93,100,12.88,100,1657808701207,0.0,0,0,0
VTOL,transportation,cs,21.96,100,23.86,100,1657808990001,22.125,20,1657808893146,1033
VNTR,processindustries,cs,1.55,100,1.83,100,1657808892943,1.69,2,1657807681942,102
HPX,finance,cs,9.95,400,11.96,100,1657805406558,0.0,0,0,0
RYF,miscellaneous,et,47.35,100,62.4,100,1657806300055,0.0,0,0,0
TWO,finance,cs,4.73,1800,4.74,1600,1657809004479,4.73,400,1657808779122,4005
CYTK,healthtechnology,cs,39.82,100,43.11,300,1657808962735,42.99,87,1657808960735,8938
WNDY,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
HNRA+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SCO,miscellaneous,et,25.4,100,29.81,101,1657808983069,27.675,10,1657808329621,205
MINN,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
COW,miscellaneous,et,34.77,100,41.54,100,1657808979534,0.0,0,0,0
TCRT,n/a,n/a,1.42,400,1.44,200,1657808976033,1.435,2200,1657808434482,12600
SKYAW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
RIGL,healthtechnology,cs,1.31,2110,1.32,116,1657809006037,1.33,300,1657808770148,5082
VIIAW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.06,400,1657806224285,900
MNMD,n/a,n/a,0.6503,1700,0.7081,100,1657809000632,0.6471,100,1657808552089,943
ROCG,n/a,n/a,9.91,700,10.0,500,1657805403921,0.0,0,0,0
BDSX,healthservices,cs,1.64,100,1.97,100,1657809003483,1.77,100,1657805959199,200
BAX,healthtechnology,cs,62.85,200,62.89,300,1657809004423,62.885,10,1657808997009,8047
PUYI,finance,ad,7.33,100,9.05,100,1657808666664,0.0,0,0,0
RTAI,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
TTNP,healthtechnology,cs,1.15,100,1.26,200,1657808529570,1.26,100,1657808725217,755
LVRAW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
DLHC,commercialservices,cs,13.68,100,18.3,100,1657807185624,0.0,0,0,0
NWBI,finance,cs,12.4,100,12.41,100,1657809002346,12.375,200,1657808627674,1826
REI,energyminerals,cs,2.28,200,2.29,100,1657808994093,2.295,300,1657808877609,20907
WTT,electronictechnology,cs,0.984,100,1.35,100,1657808924301,0.0,0,0,0
EASG,miscellaneous,et,0.0,0,23.84,500,1657808988110,0.0,0,0,0
TFII,transportation,cs,76.0,100,88.97,100,1657809004357,82.63,23,1657808835579,3170
RORO,miscellaneous,et,12.88,100,15.15,100,1657806309243,0.0,0,0,0
TCI,finance,cs,37.91,100,50.16,100,1657806410970,0.0,0,0,0
JBT,producermanufacturing,cs,93.86,100,111.45,129,1657809006459,102.96,32,1657808917382,474
SCHP,miscellaneous,et,55.57,4400,55.6,4400,1657809003810,55.58,100,1657808941503,8704
FRST,n/a,n/a,11.79,133,13.92,100,1657809000197,12.86,153,1657808892108,277
SH,miscellaneous,et,16.71,40700,16.73,2800,1657809006030,16.72,3600,1657808988118,108752
MGTA,healthtechnology,cs,1.58,100,1.86,100,1657809006576,1.71,400,1657808948885,1229
CNDA,n/a,n/a,0.0,0,9.7,100,1657805400916,9.68,100,1657805596569,100
MBTCR,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
VEGA,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
DBGR,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SHCAW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
MIDU,miscellaneous,et,27.77,100,32.58,100,1657807885204,0.0,0,0,0
HCAT,technologyservices,cs,15.7,100,15.79,200,1657809006167,15.75,100,1657808999641,3213
ABST,technologyservices,cs,8.19,252,8.95,100,1657808926632,8.25,1,1657807974433,364
PAAS,non-energyminerals,cs,17.66,200,17.68,300,1657809005655,17.655,10,1657808980438,36248
RFMZ,n/a,n/a,13.49,100,16.12,100,1657807178658,0.0,0,0,0
BRW,n/a,n/a,7.31,100,8.62,100,1657808790858,7.945,100,1657808802540,700
FLV,miscellaneous,et,50.73,100,59.61,100,1657806300121,0.0,0,0,0
XHYT,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
EYES,healthtechnology,cs,2.0,101,2.41,100,1657809003482,2.21,2,1657808433553,612
EXAI,n/a,n/a,10.48,100,11.55,100,1657808990850,10.61,1,1657807687516,4
CLAY,n/a,n/a,9.08,100,11.8,100,1657808689423,0.0,0,0,0
ALIN-A,transportation,ps,2.25,100,3.16,100,1657808214344,0.0,0,0,0
CMBM,electronictechnology,cs,13.49,142,16.05,150,1657809001507,14.67,5,1657809000961,206
CBAN,finance,cs,13.36,100,15.75,116,1657808623502,14.51,18,1657808624234,118
GINN,miscellaneous,et,38.34,100,45.11,100,1657806301453,0.0,0,0,0
EGAN,technologyservices,cs,8.87,100,10.5,100,1657808885441,9.64,10,1657808656419,30
WSC,finance,cs,29.27,100,31.89,100,1657809005395,31.9,100,1657808998772,7477
ENLV,healthtechnology,cs,4.6,100,5.5,100,1657808431459,5.0,100,1657807180683,1626
FEMB,miscellaneous,et,20.2,100,27.31,100,1657806300097,25.28,1,1657808654514,101
AXP,finance,cs,134.6,200,135.32,133,1657809006677,135.325,10,1657809000701,71418
AKIC,n/a,n/a,9.84,133,11.82,100,1657805400259,0.0,0,0,0
RNDV,miscellaneous,et,24.38,100,28.72,100,1657806336584,0.0,0,0,0
NL,producermanufacturing,cs,8.62,248,9.5,101,1657808994619,8.67,100,1657808590631,482
VYGR,healthtechnology,cs,6.14,100,7.29,187,1657809006351,6.68,93,1657808918762,573
POSH,n/a,n/a,9.17,100,10.88,100,1657809003535,10.09,100,1657809000621,4734
RJZ,miscellaneous,et,9.41,100,0.0,0,1657808928382,0.0,0,0,0
TECK,non-energyminerals,cs,24.57,102,27.21,100,1657809005696,25.275,75,1657808989418,30094
SRRK,healthtechnology,cs,8.18,100,8.85,100,1657809005034,8.21,1,1657808921177,4650
GRN,miscellaneous,et,29.99,100,36.26,100,1657806321814,0.0,0,0,0
IMPX=,finance,ut,10.03,1200,10.24,1200,1657805413603,0.0,0,0,0
DMAT,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BBJP,miscellaneous,et,39.67,100,46.56,100,1657808940456,43.05,500,1657808928019,3550
RGTIW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
MCRI,consumerservices,cs,49.97,100,59.52,111,1657808859295,54.6,1,1657808829861,546
PAVMZ,healthtechnology,wt,0.0,0,0.0,0,1657805400000,0.0,0,0,0
PDCE,energyminerals,cs,52.58,100,57.2,100,1657809003096,52.75,57,1657808938457,35567
PXE,miscellaneous,et,23.32,400,25.23,100,1657809005286,24.05,10,1657805190992,52
HDEF,miscellaneous,et,18.07,100,21.25,100,1657809003365,19.66,100,1657806627894,300
CNTQ,n/a,n/a,8.1,100,10.13,235,1657805400292,0.0,0,0,0
FXCOW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
GLS,n/a,n/a,1.25,100,1.57,100,1657807350432,0.0,0,0,0
TDSC,miscellaneous,et,18.32,100,24.78,100,1657806300102,0.0,0,0,0
JVAL,miscellaneous,et,31.52,500,34.02,100,1657808998912,31.53,119,1657805945572,319
RTLR,industrialservices,cs,10.74,100,11.81,100,1657809000737,11.85,77,1657806537448,221
TMQ,non-energyminerals,cs,0.5704,100,0.6982,100,1657807720066,0.0,0,0,0
OZKAP,n/a,n/a,17.14,100,22.86,100,1657806322526,0.0,0,0,0
MAYS,finance,cs,31.2,100,53.8,100,1657805406757,0.0,0,0,0
DAO,technologyservices,ad,3.94,100,4.7,100,1657808814687,4.32,100,1657808968091,22530
NOK,electronictechnology,ad,4.39,13923,4.4,100,1657809003442,4.4,196,1657809002769,99374
GEEX,n/a,n/a,0.0,0,10.05,100,1657805402948,0.0,0,0,0
EELV,miscellaneous,et,21.97,178,23.76,100,1657809000592,0.0,0,0,0
FACA=,n/a,n/a,9.83,1000,0.0,0,1657805537636,0.0,0,0,0
BNGE,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
PGP,miscellaneous,cef,6.78,100,8.01,100,1657808586517,7.41,100,1657806876129,200
